Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max
Job shadow,OpenAlex,42,5,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1972,2026
Noise (video),OpenAlex,42,3,3,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior,1933,2000
Battery (electricity),OpenAlex,41,3,2,Journal of Applied Psychology; Personnel Psychology,1929,2001
Cognitive appraisal,OpenAlex,41,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1975,2026
Cooperative learning,OpenAlex,40,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1938,2025
Charismatic authority,OpenAlex,39,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1994,2024
Cynicism,OpenAlex,39,3,7,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1987,2022
Job rotation,OpenAlex,39,5,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1963,2026
Negative feedback,OpenAlex,39,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1977,2025
Team learning,OpenAlex,38,5,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2001,2026
Alternative five model of personality,OpenAlex,37,5,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1983,2026
Elite,OpenAlex,37,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1968,2026
Layoff,OpenAlex,37,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1990,2026
Social cognition,OpenAlex,37,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1978,2026
Type A and Type B personality theory,OpenAlex,37,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1928,2003
Open learning,OpenAlex,35,4,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2001,2025
Psychological distress,OpenAlex,35,3,7,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1983,2021
Strategic human resource planning,OpenAlex,34,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,1970,2026
Halo effect,OpenAlex,33,4,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,1956,2007
Physical attractiveness,OpenAlex,33,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1975,2025
Voting,OpenAlex,33,3,7,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1918,2022
Code (set theory),OpenAlex,32,3,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,1942,2026
Content validity,OpenAlex,32,3,5,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1965,2023
Lie detection,OpenAlex,32,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Personnel Psychology,1936,2026
Organizational conflict,OpenAlex,32,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1966,2024
Pay for performance,OpenAlex,32,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,1973,2025
Telecommuting,OpenAlex,32,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1981,2026
Marital status,OpenAlex,31,3,7,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1959,2022
Stakeholder theory,OpenAlex,31,3,2,Academy of Management Journal; Journal of Management,1999,2026
Systematic review,OpenAlex,31,3,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1985,2025
Work–life balance,OpenAlex,31,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1998,2026
Machiavellianism,OpenAlex,30,4,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1972,2025
Management control system,OpenAlex,30,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1958,2012
Work schedule,OpenAlex,30,3,6,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1938,2025
Capitalism,OpenAlex,29,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1975,2022
Ego depletion,OpenAlex,29,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2012,2025
Grounded theory,OpenAlex,29,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1996,2026
Public opinion,OpenAlex,29,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1922,2025
Situational leadership theory,OpenAlex,29,4,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1957,2026
