Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Work behavior,OpenAlex,64,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1973,2026,False,140
Hierarchical structure of the Big Five,OpenAlex,63,5,6,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1991,2026,False,15
Intelligence quotient,OpenAlex,63,3,4,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1917,2021,False,0
Leadership studies,OpenAlex,63,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1952,2026,False,119
Upper echelons,OpenAlex,60,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1975,2026,False,1
Equity theory,OpenAlex,59,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1972,2026,False,16
Item response theory,OpenAlex,59,3,7,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1953,2026,False,12
Service quality,OpenAlex,59,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1987,2026,False,12
Servant leadership,OpenAlex,55,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1952,2025,False,54
Exploratory factor analysis,OpenAlex,54,3,7,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1985,2026,False,0
Injury prevention,OpenAlex,50,3,4,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1926,2023,False,33
Longitudinal field,OpenAlex,50,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1978,2026,False,5
Bureaucracy,OpenAlex,49,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1957,2025,False,12
Coping behavior,OpenAlex,49,3,6,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1975,2025,False,15
Social network (sociolinguistics),OpenAlex,49,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1997,2026,False,0
Suicide prevention,OpenAlex,49,3,7,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1926,2026,False,41
Temperament,OpenAlex,49,3,6,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1922,2021,False,4
Concurrent validity,OpenAlex,48,4,5,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1958,2023,False,0
New Ventures,OpenAlex,48,3,4,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1988,2025,False,5
Personality psychology,OpenAlex,48,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1924,2026,False,0
Subsidiary,OpenAlex,48,3,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,1973,2022,False,3
2019-20 coronavirus outbreak,OpenAlex,47,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2020,2025,False,6
Cronbach's alpha,OpenAlex,47,3,6,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1920,2025,False,8
Measurement invariance,OpenAlex,47,4,7,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1973,2026,False,24
Organizational identity,OpenAlex,47,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2001,2026,False,28
Theory of planned behavior,OpenAlex,47,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1980,2026,False,46
Career portfolio,OpenAlex,46,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1975,2026,False,4
Linkage (software),OpenAlex,46,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1969,2023,False,0
Cognitive style,OpenAlex,45,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1963,2026,False,28
Job loss,OpenAlex,45,3,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1972,2026,False,6
Rumination,OpenAlex,45,3,8,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2010,2026,False,3
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),OpenAlex,44,5,7,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,2003,2025,False,0
Authoritarianism,OpenAlex,43,4,7,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1957,2025,False,10
Job shadow,OpenAlex,42,5,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1972,2026,False,19
