Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
Noise (video),OpenAlex,Journal of Applied Psychology,1977,3,8,Tier_1_Core_IO,False,
Organizational citizenship behavior,OpenAlex,Journal of Applied Psychology,2015,3,8,Tier_1_Core_IO,False,
Personnel psychology,OpenAlex,Journal of Applied Psychology,1977,5,8,Tier_1_Core_IO,False,
Presenteeism,OpenAlex,Journal of Organizational Behavior,2022,3,8,Tier_1_Core_IO,False,
Procedural justice,OpenAlex,Journal of Applied Psychology,2007,3,8,Tier_1_Core_IO,False,
Reliability (semiconductor),OpenAlex,Journal of Applied Psychology,1947,3,8,Tier_1_Core_IO,False,
Reliability (semiconductor),OpenAlex,Journal of Applied Psychology,1988,3,8,Tier_1_Core_IO,False,
Resource-based view,OpenAlex,Journal of Management,2000,3,8,Tier_2_Broad_Adjacent,False,
Social perception,OpenAlex,Journal of Applied Psychology,2026,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1960,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1977,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1985,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1996,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1998,3,8,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,2000,3,8,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2021,3,8,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2010,3,8,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2013,3,8,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,1998,5,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,1996,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,1997,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,1998,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Occupational and Organizational Psychology,2010,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Organizational Behavior,1998,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Organizational Behavior,2011,3,7,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2002,3,7,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2018,3,7,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2020,3,7,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2001,3,7,Tier_1_Core_IO,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,1984,3,7,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2008,3,7,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2014,3,7,Tier_2_Broad_Adjacent,False,
Cognitive Information Processing,OpenAlex,Journal of Vocational Behavior,2018,3,7,Tier_2_Broad_Adjacent,False,
Confirmatory factor analysis,OpenAlex,Journal of Applied Psychology,2000,3,7,Tier_1_Core_IO,False,
Confirmatory factor analysis,OpenAlex,Journal of Vocational Behavior,2019,3,7,Tier_2_Broad_Adjacent,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,2000,5,7,Tier_1_Core_IO,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,2010,5,7,Tier_1_Core_IO,False,
Conscientiousness,OpenAlex,Journal of Organizational Behavior,2011,5,7,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,1992,3,7,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,2001,3,7,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,2006,3,7,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,2014,3,7,Tier_1_Core_IO,False,
Employee morale,OpenAlex,Academy of Management Journal,1976,3,7,Tier_2_Broad_Adjacent,False,
Executive compensation,OpenAlex,Academy of Management Journal,1996,3,7,Tier_2_Broad_Adjacent,False,
Executive compensation,OpenAlex,Academy of Management Journal,2002,3,7,Tier_2_Broad_Adjacent,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,1996,4,7,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2003,4,7,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2012,4,7,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2014,4,7,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2021,4,7,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Organizational Behavior,2011,4,7,Tier_1_Core_IO,False,
Eyewitness identification,OpenAlex,Journal of Applied Psychology,1981,3,7,Tier_1_Core_IO,False,
Injury prevention,OpenAlex,Journal of Applied Psychology,2002,3,7,Tier_1_Core_IO,False,
Internal consistency,OpenAlex,Journal of Vocational Behavior,1976,3,7,Tier_2_Broad_Adjacent,False,
Investment (military),OpenAlex,Academy of Management Journal,2008,3,7,Tier_2_Broad_Adjacent,False,
Investment (military),OpenAlex,Academy of Management Journal,2012,3,7,Tier_2_Broad_Adjacent,False,
Job analysis,OpenAlex,Personnel Psychology,1981,3,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,1973,4,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,1974,4,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2007,4,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2017,4,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2022,4,7,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2008,4,7,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2014,4,7,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2015,4,7,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2018,4,7,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2020,4,7,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2022,4,7,Tier_2_Broad_Adjacent,False,
Job design,OpenAlex,Journal of Applied Psychology,1976,4,7,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,1978,4,7,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,1980,4,7,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,1985,4,7,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,2021,4,7,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Vocational Behavior,2017,4,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Academy of Management Journal,1998,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Applied Psychology,1995,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Journal of Occupational and Organizational Psychology,2001,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Journal of Occupational and Organizational Psychology,2005,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Journal of Occupational and Organizational Psychology,2016,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Journal of Organizational Behavior,2011,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Journal of Vocational Behavior,1977,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Vocational Behavior,1979,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Vocational Behavior,1987,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Vocational Behavior,1999,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Vocational Behavior,2000,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Journal of Vocational Behavior,2002,3,7,Tier_2_Broad_Adjacent,False,
Job performance,OpenAlex,Personnel Psychology,1979,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Personnel Psychology,1984,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Personnel Psychology,1990,3,7,Tier_1_Core_IO,False,
Job performance,OpenAlex,Personnel Psychology,2013,3,7,Tier_1_Core_IO,False,
Organizational citizenship behavior,OpenAlex,Journal of Applied Psychology,2008,3,7,Tier_1_Core_IO,False,
Organizational citizenship behavior,OpenAlex,Journal of Applied Psychology,2012,3,7,Tier_1_Core_IO,False,
Organizational citizenship behavior,OpenAlex,Journal of Organizational Behavior,2011,3,7,Tier_1_Core_IO,False,
Organizational justice,OpenAlex,Journal of Applied Psychology,2006,3,7,Tier_1_Core_IO,False,
Organizational justice,OpenAlex,Journal of Applied Psychology,2009,3,7,Tier_1_Core_IO,False,
Procedural justice,OpenAlex,Journal of Applied Psychology,2002,3,7,Tier_1_Core_IO,False,
PsycINFO,OpenAlex,Journal of Applied Psychology,2015,3,7,Tier_1_Core_IO,False,
PsycINFO,OpenAlex,Journal of Applied Psychology,2025,3,7,Tier_1_Core_IO,False,
Social perception,OpenAlex,Journal of Applied Psychology,2016,3,7,Tier_1_Core_IO,False,
Socioeconomic status,OpenAlex,Journal of Vocational Behavior,1976,3,7,Tier_2_Broad_Adjacent,False,
Socioeconomic status,OpenAlex,Journal of Vocational Behavior,1984,3,7,Tier_2_Broad_Adjacent,False,
Test validity,OpenAlex,Journal of Applied Psychology,1952,3,7,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,1984,3,7,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,2003,3,7,Tier_1_Core_IO,False,
Test validity,OpenAlex,Journal of Applied Psychology,2014,3,7,Tier_1_Core_IO,False,
Test validity,OpenAlex,Personnel Psychology,1978,3,7,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2014,3,7,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2015,3,7,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2016,3,7,Tier_2_Broad_Adjacent,False,
Work–family conflict,OpenAlex,Journal of Vocational Behavior,2008,3,7,Tier_2_Broad_Adjacent,False,
Work–family conflict,OpenAlex,Journal of Vocational Behavior,2011,3,7,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2002,5,6,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2003,5,6,Tier_2_Broad_Adjacent,False,
Bayesian inference,OpenAlex,Journal of Management,2014,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,1993,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,2004,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,2017,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Applied Psychology,2024,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Organizational Behavior,1996,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,1976,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2004,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2007,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2009,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2014,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2016,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Journal of Vocational Behavior,2017,3,6,Tier_2_Broad_Adjacent,False,
Big Five personality traits,OpenAlex,Personnel Psychology,2000,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Personnel Psychology,2005,3,6,Tier_1_Core_IO,False,
Big Five personality traits,OpenAlex,Personnel Psychology,2011,3,6,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1946,4,6,Tier_1_Core_IO,False,
Confirmatory factor analysis,OpenAlex,Journal of Applied Psychology,1989,3,6,Tier_1_Core_IO,False,
Confirmatory factor analysis,OpenAlex,Journal of Applied Psychology,1991,3,6,Tier_1_Core_IO,False,
Confirmatory factor analysis,OpenAlex,Journal of Vocational Behavior,2018,3,6,Tier_2_Broad_Adjacent,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,1996,5,6,Tier_1_Core_IO,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,2006,5,6,Tier_1_Core_IO,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,2007,5,6,Tier_1_Core_IO,False,
Conscientiousness,OpenAlex,Journal of Applied Psychology,2014,5,6,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,2005,3,6,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Applied Psychology,2008,3,6,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Journal of Vocational Behavior,2011,3,6,Tier_2_Broad_Adjacent,False,
Construct validity,OpenAlex,Personnel Psychology,1990,3,6,Tier_1_Core_IO,False,
Construct validity,OpenAlex,Personnel Psychology,2007,3,6,Tier_1_Core_IO,False,
Coronavirus disease 2019 (COVID-19),OpenAlex,Journal of Vocational Behavior,2022,4,6,Tier_2_Broad_Adjacent,False,
Employee morale,OpenAlex,Academy of Management Journal,1983,3,6,Tier_2_Broad_Adjacent,False,
Employee morale,OpenAlex,Academy of Management Journal,2001,3,6,Tier_2_Broad_Adjacent,False,
Employee research,OpenAlex,Academy of Management Journal,1980,3,6,Tier_2_Broad_Adjacent,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2007,4,6,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2015,4,6,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Applied Psychology,2017,4,6,Tier_1_Core_IO,False,
Extraversion and introversion,OpenAlex,Journal of Vocational Behavior,2003,4,6,Tier_2_Broad_Adjacent,False,
Halo effect,OpenAlex,Journal of Applied Psychology,1986,4,6,Tier_1_Core_IO,False,
Incremental validity,OpenAlex,Journal of Applied Psychology,2019,4,6,Tier_1_Core_IO,False,
Incremental validity,OpenAlex,Journal of Applied Psychology,2023,4,6,Tier_1_Core_IO,False,
Infectious disease (medical specialty),OpenAlex,Journal of Vocational Behavior,2022,3,6,Tier_2_Broad_Adjacent,False,
Intelligence quotient,OpenAlex,Journal of Applied Psychology,1941,3,6,Tier_1_Core_IO,False,
Internal consistency,OpenAlex,Applied Psychology: An International Review,2022,3,6,Tier_2_Broad_Adjacent,False,
Job analysis,OpenAlex,Academy of Management Journal,1975,3,6,Tier_2_Broad_Adjacent,False,
Job analysis,OpenAlex,Academy of Management Journal,1982,3,6,Tier_2_Broad_Adjacent,False,
Job analysis,OpenAlex,Academy of Management Journal,1983,3,6,Tier_2_Broad_Adjacent,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1948,3,6,Tier_1_Core_IO,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1975,3,6,Tier_1_Core_IO,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1980,3,6,Tier_1_Core_IO,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1984,3,6,Tier_1_Core_IO,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1987,3,6,Tier_1_Core_IO,False,
Job analysis,OpenAlex,Journal of Applied Psychology,1989,3,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Academy of Management Journal,1980,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Academy of Management Journal,1984,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Applied Psychology,1968,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,1970,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,1971,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2003,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2006,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2008,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2009,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2013,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2014,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2015,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Applied Psychology,2023,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Occupational and Organizational Psychology,2013,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Occupational and Organizational Psychology,2014,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Occupational and Organizational Psychology,2018,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Organizational Behavior,2001,4,6,Tier_1_Core_IO,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,1977,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,1979,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,1990,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2000,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2007,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2009,4,6,Tier_2_Broad_Adjacent,False,
Job attitude,OpenAlex,Journal of Vocational Behavior,2025,4,6,Tier_2_Broad_Adjacent,False,
Job design,OpenAlex,Journal of Applied Psychology,1986,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,1987,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,1999,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,2009,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,2015,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Applied Psychology,2020,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Occupational and Organizational Psychology,2025,4,6,Tier_1_Core_IO,False,
Job design,OpenAlex,Journal of Vocational Behavior,2010,4,6,Tier_2_Broad_Adjacent,False,
Job design,OpenAlex,Journal of Vocational Behavior,2013,4,6,Tier_2_Broad_Adjacent,False,
